63, 33, 14, 191, 191, 191
63, 34, 14, 191, 191, 191
63, 28, 15, 191, 191, 191
63, 29, 15, 191, 191, 191
62, 30, 15, 191, 191, 191
63, 30, 15, 191, 191, 191
62, 31, 15, 191, 191, 191
63, 31, 15, 191, 191, 191
61, 32, 15, 191, 191, 191
62, 32, 15, 191, 191, 191
63, 32, 15, 191, 191, 191
61, 33, 15, 191, 191, 191
62, 33, 15, 191, 191, 191
192, 64, 196, 191, 191, 191
61, 34, 15, 191, 191, 191
62, 34, 15, 191, 191, 191
193, 64, 195, 191, 191, 191
61, 35, 15, 191, 191, 191
62, 35, 15, 191, 191, 191
63, 35, 15, 191, 191, 191
62, 36, 15, 191, 191, 191
63, 36, 15, 191, 191, 191
62, 37, 15, 191, 191, 191
63, 37, 15, 191, 191, 191
63, 38, 15, 191, 191, 191
63, 39, 15, 191, 191, 191
63, 40, 15, 191, 191, 191
63, 22, 16, 191, 191, 191
63, 23, 16, 191, 191, 191
63, 24, 16, 191, 191, 191
62, 25, 16, 191, 191, 191
63, 25, 16, 191, 191, 191
62, 26, 16, 191, 191, 191
63, 26, 16, 191, 191, 191
61, 27, 16, 191, 191, 191
62, 27, 16, 191, 191, 191
63, 27, 16, 191, 191, 191
61, 28, 16, 191, 191, 191
62, 28, 16, 191, 191, 191
192, 64, 195, 191, 191, 191
61, 29, 16, 191, 191, 191
62, 29, 16, 191, 191, 191
194, 64, 194, 191, 191, 191
60, 30, 16, 191, 191, 191
61, 30, 16, 191, 191, 191
193, 64, 194, 191, 191, 191
60, 31, 16, 191, 191, 191
61, 31, 16, 191, 191, 191
192, 64, 194, 191, 191, 191
60, 32, 16, 191, 191, 191
195, 64, 193, 191, 191, 191
59, 33, 16, 191, 191, 191
60, 33, 16, 191, 191, 191
194, 64, 193, 191, 191, 191
59, 34, 16, 191, 191, 191
60, 34, 16, 191, 191, 191
193, 64, 193, 191, 191, 191
60, 35, 16, 191, 191, 191
192, 64, 193, 191, 191, 191
60, 36, 16, 191, 191, 191
61, 36, 16, 191, 191, 191
192, 65, 192, 191, 191, 191
60, 37, 16, 191, 191, 191
61, 37, 16, 191, 191, 191
196, 64, 192, 191, 191, 191
61, 38, 16, 191, 191, 191
62, 38, 16, 191, 191, 191
195, 64, 192, 191, 191, 191
61, 39, 16, 191, 191, 191
62, 39, 16, 191, 191, 191
194, 64, 192, 191, 191, 191
61, 40, 16, 191, 191, 191
62, 40, 16, 191, 191, 191
193, 64, 192, 191, 191, 191
62, 41, 16, 191, 191, 191
63, 41, 16, 191, 191, 191
62, 42, 16, 191, 191, 191
63, 42, 16, 191, 191, 191
63, 43, 16, 191, 191, 191
63, 44, 16, 191, 191, 191
63, 45, 16, 191, 191, 191
62, 21, 17, 191, 191, 191
63, 21, 17, 191, 191, 191
61, 22, 17, 191, 191, 191
62, 22, 17, 191, 191, 191
132, 64, 224, 191, 191, 191
61, 23, 17, 191, 191, 191
62, 23, 17, 191, 191, 191
131, 64, 224, 191, 191, 191
61, 24, 17, 191, 191, 191
62, 24, 17, 191, 191, 191
130, 64, 224, 191, 191, 191
60, 25, 17, 191, 191, 191
61, 25, 17, 191, 191, 191
129, 64, 224, 191, 191, 191
60, 26, 17, 191, 191, 191
61, 26, 17, 191, 191, 191
128, 64, 224, 191, 191, 191
60, 27, 17, 191, 191, 191
141, 64, 223, 191, 191, 191
140, 64, 223, 191, 191, 191
60, 28, 17, 191, 191, 191
139, 64, 223, 191, 191, 191
59, 29, 17, 191, 191, 191
60, 29, 17, 191, 191, 191
138, 64, 223, 191, 191, 191
59, 30, 17, 191, 191, 191
137, 64, 223, 191, 191, 191
59, 31, 17, 191, 191, 191
136, 64, 223, 191, 191, 191
58, 32, 17, 191, 191, 191
59, 32, 17, 191, 191, 191
135, 64, 223, 191, 191, 191
58, 33, 17, 191, 191, 191
134, 64, 223, 191, 191, 191
58, 34, 17, 191, 191, 191
133, 64, 223, 191, 191, 191
58, 35, 17, 191, 191, 191
59, 35, 17, 191, 191, 191
132, 64, 223, 191, 191, 191
59, 36, 17, 191, 191, 191
131, 64, 223, 191, 191, 191
59, 37, 17, 191, 191, 191
130, 64, 223, 191, 191, 191
59, 38, 17, 191, 191, 191
60, 38, 17, 191, 191, 191
59, 39, 17, 191, 191, 191
60, 39, 17, 191, 191, 191
129, 64, 223, 191, 191, 191
60, 40, 17, 191, 191, 191
128, 64, 223, 191, 191, 191
60, 41, 17, 191, 191, 191
61, 41, 17, 191, 191, 191
144, 64, 222, 191, 191, 191
60, 42, 17, 191, 191, 191
61, 42, 17, 191, 191, 191
143, 64, 222, 191, 191, 191
61, 43, 17, 191, 191, 191
62, 43, 17, 191, 191, 191
142, 64, 222, 191, 191, 191
61, 44, 17, 191, 191, 191
62, 44, 17, 191, 191, 191
141, 64, 222, 191, 191, 191
61, 45, 17, 191, 191, 191
62, 45, 17, 191, 191, 191
140, 64, 222, 191, 191, 191
62, 46, 17, 191, 191, 191
63, 46, 17, 191, 191, 191
63, 19, 18, 191, 191, 191
61, 20, 18, 191, 191, 191
62, 20, 18, 191, 191, 191
63, 20, 18, 191, 191, 191
60, 21, 18, 191, 191, 191
61, 21, 18, 191, 191, 191
139, 64, 222, 191, 191, 191
138, 64, 222, 191, 191, 191
60, 22, 18, 191, 191, 191
137, 64, 222, 191, 191, 191
60, 23, 18, 191, 191, 191
136, 64, 222, 191, 191, 191
59, 24, 18, 191, 191, 191
60, 24, 18, 191, 191, 191
135, 64, 222, 191, 191, 191
59, 25, 18, 191, 191, 191
134, 64, 222, 191, 191, 191
59, 26, 18, 191, 191, 191
133, 64, 222, 191, 191, 191
58, 27, 18, 191, 191, 191
59, 27, 18, 191, 191, 191
132, 64, 222, 191, 191, 191
58, 28, 18, 191, 191, 191
59, 28, 18, 191, 191, 191
58, 29, 18, 191, 191, 191
131, 64, 222, 191, 191, 191
57, 30, 18, 191, 191, 191
58, 30, 18, 191, 191, 191
130, 64, 222, 191, 191, 191
57, 31, 18, 191, 191, 191
58, 31, 18, 191, 191, 191
129, 64, 222, 191, 191, 191
57, 32, 18, 191, 191, 191
128, 64, 222, 191, 191, 191
57, 33, 18, 191, 191, 191
136, 65, 221, 191, 191, 191
57, 34, 18, 191, 191, 191
135, 65, 221, 191, 191, 191
57, 35, 18, 191, 191, 191
134, 65, 221, 191, 191, 191
57, 36, 18, 191, 191, 191
58, 36, 18, 191, 191, 191
133, 65, 221, 191, 191, 191
57, 37, 18, 191, 191, 191
58, 37, 18, 191, 191, 191
132, 65, 221, 191, 191, 191
58, 38, 18, 191, 191, 191
131, 65, 221, 191, 191, 191
58, 39, 18, 191, 191, 191
130, 65, 221, 191, 191, 191
129, 65, 221, 191, 191, 191
58, 40, 18, 191, 191, 191
59, 40, 18, 191, 191, 191
128, 65, 221, 191, 191, 191
59, 41, 18, 191, 191, 191
148, 64, 221, 191, 191, 191
59, 42, 18, 191, 191, 191
147, 64, 221, 191, 191, 191
59, 43, 18, 191, 191, 191
60, 43, 18, 191, 191, 191
146, 64, 221, 191, 191, 191
60, 44, 18, 191, 191, 191
145, 64, 221, 191, 191, 191
60, 45, 18, 191, 191, 191
144, 64, 221, 191, 191, 191
60, 46, 18, 191, 191, 191
61, 46, 18, 191, 191, 191
143, 64, 221, 191, 191, 191
142, 64, 221, 191, 191, 191
61, 47, 18, 191, 191, 191
62, 47, 18, 191, 191, 191
63, 47, 18, 191, 191, 191
63, 48, 18, 191, 191, 191
63, 17, 19, 191, 191, 191
62, 18, 19, 191, 191, 191
63, 18, 19, 191, 191, 191
61, 19, 19, 191, 191, 191
62, 19, 19, 191, 191, 191
141, 64, 221, 191, 191, 191
60, 20, 19, 191, 191, 191
140, 64, 221, 191, 191, 191
139, 64, 221, 191, 191, 191
59, 21, 19, 191, 191, 191
138, 64, 221, 191, 191, 191
137, 64, 221, 191, 191, 191
58, 22, 19, 191, 191, 191
59, 22, 19, 191, 191, 191
141, 65, 220, 191, 191, 191
58, 23, 19, 191, 191, 191
59, 23, 19, 191, 191, 191
140, 65, 220, 191, 191, 191
58, 24, 19, 191, 191, 191
139, 65, 220, 191, 191, 191
58, 25, 19, 191, 191, 191
138, 65, 220, 191, 191, 191
57, 26, 19, 191, 191, 191
58, 26, 19, 191, 191, 191
137, 65, 220, 191, 191, 191
57, 27, 19, 191, 191, 191
136, 65, 220, 191, 191, 191
57, 28, 19, 191, 191, 191
135, 65, 220, 191, 191, 191
56, 29, 19, 191, 191, 191
57, 29, 19, 191, 191, 191
134, 65, 220, 191, 191, 191
56, 30, 19, 191, 191, 191
133, 65, 220, 191, 191, 191
132, 65, 220, 191, 191, 191
56, 31, 19, 191, 191, 191
131, 65, 220, 191, 191, 191
55, 32, 19, 191, 191, 191
56, 32, 19, 191, 191, 191
130, 65, 220, 191, 191, 191
55, 33, 19, 191, 191, 191
56, 33, 19, 191, 191, 191
129, 65, 220, 191, 191, 191
55, 34, 19, 191, 191, 191
56, 34, 19, 191, 191, 191
128, 65, 220, 191, 191, 191
55, 35, 19, 191, 191, 191
56, 35, 19, 191, 191, 191
152, 64, 220, 191, 191, 191
56, 36, 19, 191, 191, 191
151, 64, 220, 191, 191, 191
56, 37, 19, 191, 191, 191
150, 64, 220, 191, 191, 191
56, 38, 19, 191, 191, 191
57, 38, 19, 191, 191, 191
149, 64, 220, 191, 191, 191
57, 39, 19, 191, 191, 191
148, 64, 220, 191, 191, 191
57, 40, 19, 191, 191, 191
147, 64, 220, 191, 191, 191
57, 41, 19, 191, 191, 191
58, 41, 19, 191, 191, 191
146, 64, 220, 191, 191, 191
58, 42, 19, 191, 191, 191
145, 64, 220, 191, 191, 191
58, 43, 19, 191, 191, 191
144, 64, 220, 191, 191, 191
58, 44, 19, 191, 191, 191
59, 44, 19, 191, 191, 191
59, 45, 19, 191, 191, 191
143, 64, 220, 191, 191, 191
59, 46, 19, 191, 191, 191
142, 64, 220, 191, 191, 191
128, 66, 219, 191, 191, 191
60, 47, 19, 191, 191, 191
145, 65, 219, 191, 191, 191
144, 65, 219, 191, 191, 191
61, 48, 19, 191, 191, 191
62, 48, 19, 191, 191, 191
143, 65, 219, 191, 191, 191
62, 49, 19, 191, 191, 191
63, 49, 19, 191, 191, 191
63, 50, 19, 191, 191, 191
63, 16, 20, 191, 191, 191
61, 17, 20, 191, 191, 191
62, 17, 20, 191, 191, 191
142, 65, 219, 191, 191, 191
61, 18, 20, 191, 191, 191
141, 65, 219, 191, 191, 191
60, 19, 20, 191, 191, 191
140, 65, 219, 191, 191, 191
139, 65, 219, 191, 191, 191
59, 20, 20, 191, 191, 191
138, 65, 219, 191, 191, 191
137, 65, 219, 191, 191, 191
58, 21, 20, 191, 191, 191
136, 65, 219, 191, 191, 191
135, 65, 219, 191, 191, 191
57, 22, 20, 191, 191, 191
134, 65, 219, 191, 191, 191
57, 23, 20, 191, 191, 191
133, 65, 219, 191, 191, 191
56, 24, 20, 191, 191, 191
57, 24, 20, 191, 191, 191
132, 65, 219, 191, 191, 191
56, 25, 20, 191, 191, 191
57, 25, 20, 191, 191, 191
56, 26, 20, 191, 191, 191
131, 65, 219, 191, 191, 191
56, 27, 20, 191, 191, 191
130, 65, 219, 191, 191, 191
55, 28, 20, 191, 191, 191
56, 28, 20, 191, 191, 191
129, 65, 219, 191, 191, 191
55, 29, 20, 191, 191, 191
155, 64, 219, 191, 191, 191
55, 30, 20, 191, 191, 191
154, 64, 219, 191, 191, 191
54, 31, 20, 191, 191, 191
55, 31, 20, 191, 191, 191
153, 64, 219, 191, 191, 191
54, 32, 20, 191, 191, 191
152, 64, 219, 191, 191, 191
54, 33, 20, 191, 191, 191
151, 64, 219, 191, 191, 191
54, 34, 20, 191, 191, 191
150, 64, 219, 191, 191, 191
54, 35, 20, 191, 191, 191
149, 64, 219, 191, 191, 191
54, 36, 20, 191, 191, 191
55, 36, 20, 191, 191, 191
148, 64, 219, 191, 191, 191
55, 37, 20, 191, 191, 191
147, 64, 219, 191, 191, 191
55, 38, 20, 191, 191, 191
146, 64, 219, 191, 191, 191
55, 39, 20, 191, 191, 191
56, 39, 20, 191, 191, 191
139, 66, 218, 191, 191, 191
56, 40, 20, 191, 191, 191
138, 66, 218, 191, 191, 191
56, 41, 20, 191, 191, 191
137, 66, 218, 191, 191, 191
56, 42, 20, 191, 191, 191
57, 42, 20, 191, 191, 191
136, 66, 218, 191, 191, 191
56, 43, 20, 191, 191, 191
57, 43, 20, 191, 191, 191
135, 66, 218, 191, 191, 191
57, 44, 20, 191, 191, 191
134, 66, 218, 191, 191, 191
57, 45, 20, 191, 191, 191
58, 45, 20, 191, 191, 191
57, 46, 20, 191, 191, 191
58, 46, 20, 191, 191, 191
133, 66, 218, 191, 191, 191
132, 66, 218, 191, 191, 191
59, 47, 20, 191, 191, 191
131, 66, 218, 191, 191, 191
60, 48, 20, 191, 191, 191
130, 66, 218, 191, 191, 191
61, 49, 20, 191, 191, 191
129, 66, 218, 191, 191, 191
61, 50, 20, 191, 191, 191
62, 50, 20, 191, 191, 191
128, 66, 218, 191, 191, 191
63, 51, 20, 191, 191, 191
63, 14, 21, 191, 191, 191
62, 15, 21, 191, 191, 191
63, 15, 21, 191, 191, 191
61, 16, 21, 191, 191, 191
62, 16, 21, 191, 191, 191
149, 65, 218, 191, 191, 191
60, 17, 21, 191, 191, 191
148, 65, 218, 191, 191, 191
147, 65, 218, 191, 191, 191
59, 18, 21, 191, 191, 191
60, 18, 21, 191, 191, 191
146, 65, 218, 191, 191, 191
59, 19, 21, 191, 191, 191
145, 65, 218, 191, 191, 191
57, 20, 21, 191, 191, 191
58, 20, 21, 191, 191, 191
144, 65, 218, 191, 191, 191
56, 21, 21, 191, 191, 191
57, 21, 21, 191, 191, 191
143, 65, 218, 191, 191, 191
56, 22, 21, 191, 191, 191
142, 65, 218, 191, 191, 191
55, 23, 21, 191, 191, 191
56, 23, 21, 191, 191, 191
141, 65, 218, 191, 191, 191
55, 24, 21, 191, 191, 191
140, 65, 218, 191, 191, 191
55, 25, 21, 191, 191, 191
158, 64, 218, 191, 191, 191
54, 26, 21, 191, 191, 191
55, 26, 21, 191, 191, 191
157, 64, 218, 191, 191, 191
54, 27, 21, 191, 191, 191
